"","Player","Year","Gcar","Gtm","Date","Tm","Home","Opp","Rslt","Inngs","PA","AB","R","H","X2B","X3B","HR","RBI","BB","IBB","SO","HBP","SH","SF","ROE","GDP","SB","CS","BA","OBP","SLG","OPS","BOP","aLI","WPA","RE24","Pos","DELTAAVG"
"1145","jeterde01",2001,"896","114","Aug 8, 2001","NYY","@","TBD","W,16-1","CG","6","6","1","2","0","0","0","2","0","0","1","0","0","0","0","0","0","0",0.314,".389",".462",".850","2",".26","-0.040","1.08","SS",0
"1155","jeterde01",2001,"897","115","Aug 9, 2001","NYY","@","TBD","W,4-3","CG","5","5","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0",0.313,".387",".459",".846","1","1.22","-0.160","-1.08","SS",-0.001
"1165","jeterde01",2001,"898","116","Aug 10, 2001","NYY","@","OAK","L,1-8","CG","4","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",0.31,".384",".455",".839","2",".26","-0.027","-0.77","SS",-0.003
"1175","jeterde01",2001,"899","117","Aug 11, 2001","NYY","@","OAK","L,6-8","CG","5","5","2","4","0","0","1","1","0","0","0","0","0","0","0","0","0","0",0.316,".388",".465",".853","1",".89","0.158","1.93","SS",0.00600000000000001
"1185","jeterde01",2001,"900","118","Aug 12, 2001","NYY","@","OAK","L,2-4","CG","4","4","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0",0.313,".385",".461",".846","2",".81","-0.084","-0.65","SS",-0.003
"1195","jeterde01",2001,"901","119","Aug 14, 2001","NYY","H","TBD","W,5-3","CG","4","3","1","1","0","0","1","1","1","0","1","0","0","0","0","0","0","0",0.313,".386",".466",".852","1",".84","0.037","0.62","SS",0
"1205","jeterde01",2001,"902","120","Aug 15, 2001","NYY","H","TBD","W,10-3","CG","5","5","2","3","2","0","1","1","0","0","1","0","0","0","0","0","0","0",0.316,".388",".478",".866","1",".34","0.059","1.89","SS",0.003
"12110","jeterde01",2001,"903","121","Aug 16, 2001","NYY","H","TBD","W,12-5","GS-7","4","3","2","1","0","0","0","0","0","0","2","0","1","0","1","0","0","0",0.316,".387",".477",".865","1",".59","0.036","1.23","SS",0
"1225","jeterde01",2001,"904","122","Aug 17, 2001","NYY","H","SEA","W,4-0","CG","4","3","1","1","0","0","1","1","1","0","0","0","0","0","1","0","0","0",0.316,".388",".483",".871","1",".42","0.096","1.23","SS",0
"1234","jeterde01",2001,"905","123","Aug 18, 2001","NYY","H","SEA","L,6-7","CG","5","4","2","2","0","0","1","1","1","0","1","0","0","0","0","0","0","0",0.318,".390",".489",".879","1","1.95","-0.073","0.74","SS",0.002
"1245","jeterde01",2001,"906","124","Aug 19, 2001","NYY","H","SEA","L,2-10","CG","4","3","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0",0.316,".389",".486",".875","1",".50","-0.068","-0.70","SS",-0.002
"1255","jeterde01",2001,"907","125","Aug 20, 2001","NYY","@","TEX","W,9-5","CG","5","5","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0",0.315,".388",".483",".870","1",".87","0.046","0.04","SS",-0.001
"1265","jeterde01",2001,"908","126","Aug 21, 2001","NYY","@","TEX","L,3-13","GS-7","3","3","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0",0.313,".385",".480",".866","1",".63","-0.052","-0.71","SS",-0.002
"1275","jeterde01",2001,"909","127","Aug 22, 2001","NYY","@","TEX","L,1-8","CG","5","5","0","0","0","0","0","0","0","0","2","0","0","0","0","1","0","0",0.31,".382",".475",".857","2","1.31","-0.227","-2.19","SS",-0.003
"1284","jeterde01",2001,"910","128","Aug 23, 2001","NYY","@","TEX","W,5-2","CG","5","5","1","2","0","0","1","1","0","0","0","0","0","0","0","0","1","0",0.311,".382",".480",".863","2",".35","0.079","0.66","SS",0.001
"1295","jeterde01",2001,"911","129","Aug 24, 2001","NYY","@","ANA","L,2-6","CG","4","4","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0",0.312,".383",".481",".864","3",".75","-0.037","-0.37","SS",0.001
"1305","jeterde01",2001,"912","130","Aug 25, 2001","NYY","@","ANA","W,7-5","CG","5","5","0","1","0","0","0","0","0","0","3","0","0","0","0","0","0","0",0.311,".381",".478",".859","1",".46","-0.027","-0.68","SS",-0.001
"13110","jeterde01",2001,"913","131","Aug 26, 2001","NYY","@","ANA","L,6-7","CG(10)","5","4","0","1","0","0","0","1","1","1","1","0","0","0","0","0","0","0",0.31,".382",".476",".858","1","1.50","0.058","0.54","SS",-0.001
"1325","jeterde01",2001,"914","132","Aug 28, 2001","NYY","H","TOR","W,4-0","CG","4","4","1","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0",0.314,".384",".478",".862","1",".58","0.040","0.94","SS",0.004
"1334","jeterde01",2001,"915","133","Aug 29, 2001","NYY","H","TOR","L,2-3","CG","4","4","1","2","1","0","0","0","0","0","1","0","0","0","0","0","0","0",0.315,".385",".480",".865","1",".78","0.020","0.19","SS",0.001
"1345","jeterde01",2001,"916","134","Aug 30, 2001","NYY","H","TOR","W,5-4","CG(11)","6","6","1","3","1","0","0","0","0","0","1","0","0","0","0","0","1","0",0.317,".386",".482",".868","1","1.74","0.321","1.70","SS",0.002
"1355","jeterde01",2001,"917","135","Aug 31, 2001","NYY","@","BOS","W,3-1","CG","4","4","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0",0.317,".385",".481",".866","1","1.00","-0.147","-1.46","SS",0
"1375","jeterde01",2001,"918","136","Sep 1, 2001","NYY","@","BOS","W,2-1","CG","4","3","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0",0.315,".383",".478",".861","2","1.10","-0.100","-0.77","SS",-0.002
"1384","jeterde01",2001,"919","137","Sep 2, 2001","NYY","@","BOS","W,1-0","CG","4","4","0","0","0","0","0","0","0","0","1","0","0","0","1","1","1","0",0.313,".381",".475",".855","2","1.37","-0.166","-1.03","SS",-0.002
"1395","jeterde01",2001,"920","138","Sep 3, 2001","NYY","@","TOR","W,7-5","CG","5","3","1","1","0","0","0","1","2","0","1","0","0","0","0","0","1","0",0.313,".382",".474",".856","3","1.36","0.151","1.34","SS",0
"1405","jeterde01",2001,"921","139","Sep 4, 2001","NYY","@","TOR","L,0-14","GS-2","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",0.312,".382",".473",".855","1",".87","-0.023","-0.26","SS",-0.001
"14110","jeterde01",2001,"922","144 (4)","Sep 18, 2001","NYY","@","CHW","W,11-3","GS-7","4","4","2","3","1","0","0","0","0","0","0","0","0","0","0","0","0","0",0.315,".384",".477",".861","2",".64","0.053","0.60","SS",0.003
"1425","jeterde01",2001,"923","145","Sep 19, 2001","NYY","@","CHW","W,6-3","CG","5","5","2","2","0","0","2","3","0","0","0","0","0","0","0","0","0","0",0.316,".384",".487",".871","2",".76","0.301","2.08","SS",0.001
"1435","jeterde01",2001,"924","146","Sep 20, 2001","NYY","@","CHW","L,5-7","CG","4","4","0","0","0","0","0","0","0","0","2","0","0","0","0","1","0","0",0.314,".382",".483",".865","2","1.03","-0.187","-1.89","SS",-0.002
"1445","jeterde01",2001,"925","147","Sep 21, 2001","NYY","@","BAL","L,6-7","CG","5","5","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0",0.311,".379",".479",".858","2",".97","-0.109","-1.22","SS",-0.003
"1455","jeterde01",2001,"926","150 (2)","Sep 25, 2001","NYY","H","TBD","L,0-4","CG","4","4","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0",0.309,".377",".476",".852","1",".96","-0.040","-0.30","SS",-0.002
"1465","jeterde01",2001,"927","151","Sep 26, 2001","NYY","H","TBD","W,5-1","GS-9","4","4","1","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0",0.31,".377",".478",".855","3",".37","0.017","0.68","SS",0.001
"1475","jeterde01",2001,"928","152","Sep 28, 2001","NYY","H","BAL","W,7-0","GS-8","4","3","3","2","1","0","0","0","0","0","1","1","0","0","0","0","0","0",0.312,".380",".480",".860","3",".43","0.046","0.84","SS",0.002
"1485","jeterde01",2001,"929","153","Sep 29, 2001","NYY","H","BAL","L,2-7","GS-9","4","4","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0",0.312,".379",".479",".858","1",".36","-0.013","-0.16","SS",0
"1495","jeterde01",2001,"930","154","Sep 30, 2001","NYY","H","BAL","T,1-1","GS-11","5","5","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0",0.309,".376",".475",".851","2","1.43","-0.093","-0.41","SS",-0.003
"1505","jeterde01",2001,"931","155","Oct 1, 2001","NYY","H","CHW","W,8-1","CG","5","5","0","2","2","0","0","3","0","0","0","0","0","0","0","0","0","0",0.31,".376",".477",".854","1",".58","0.122","1.92","SS",0.001
"1519","jeterde01",2001,"932","156","Oct 2, 2001","NYY","H","CHW","W,6-4","CG","4","4","2","3","1","0","1","2","0","0","0","0","0","0","0","0","0","0",0.313,".378",".486",".864","2","1.30","0.255","2.40","SS",0.003
"1525","jeterde01",2001,"933","157","Oct 3, 2001","NYY","H","CHW","W,2-1","CG","4","3","1","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0",0.313,".379",".485",".864","2",".79","0.029","0.31","SS",0
"1535","jeterde01",2001,"934","158","Oct 4, 2001","NYY","@","TBD","L,1-4","GS-8","4","3","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0",0.311,".378",".483",".861","2","1.32","-0.070","-0.49","SS",-0.002
"1544","jeterde01",2001,"935","159","Oct 5, 2001","NYY","@","TBD","L,4-8","CG","4","4","0","2","0","0","0","0","0","0","1","0","0","0","0","0","0","0",0.313,".379",".483",".862","2",".86","-0.017","-0.01","SS",0.002
"1553","jeterde01",2001,"936","161 (1)","Oct 7, 2001","NYY","@","TBD","W,1-0","GS-6","3","3","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0",0.311,".377",".480",".858","2",".74","-0.059","-0.52","SS",-0.002
"178","jeterde01",2002,"937","1","Apr 1, 2002","NYY","@","BAL","L,3-10","CG","5","3","2","1","0","0","1","2","2","0","0","0","0","0","0","0","1","0",0.333,".600","1.333","1.933","2",".75","0.113","1.89","SS",NA
"220","jeterde01",2002,"938","2","Apr 3, 2002","NYY","@","BAL","W,1-0","CG","4","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",0.143,".333",".571",".905","2","1.04","-0.107","-0.97","SS",-0.19
"320","jeterde01",2002,"939","3","Apr 4, 2002","NYY","@","BAL","W,4-1","CG","4","4","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0",0.182,".308",".455",".762","2",".56","-0.046","-0.25","SS",0.039
"420","jeterde01",2002,"940","4","Apr 5, 2002","NYY","H","TBD","W,4-0","CG","5","5","0","2","0","0","0","1","0","0","0","0","0","0","0","0","0","0",0.25,".333",".438",".771","2",".67","0.107","1.14","SS",0.068
"520","jeterde01",2002,"941","5","Apr 6, 2002","NYY","H","TBD","W,3-0","CG","4","3","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0",0.211,".318",".368",".687","2",".62","-0.015","-0.18","SS",-0.039
"620","jeterde01",2002,"942","6","Apr 7, 2002","NYY","H","TBD","W,7-2","CG","5","4","1","3","1","0","0","3","1","0","0","0","0","0","0","0","1","0",0.304,".407",".478",".886","2",".71","0.202","3.64","SS",0.093
"720","jeterde01",2002,"943","7","Apr 8, 2002","NYY","@","TOR","W,16-3","CG","7","7","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0",0.333,".412",".467",".878","2",".26","-0.042","0.01","SS",0.029
"820","jeterde01",2002,"944","8","Apr 9, 2002","NYY","@","TOR","W,5-2","CG","5","5","1","2","0","0","0","1","0","0","2","0","0","0","0","0","1","0",0.343,".410",".457",".867","2",".97","0.102","1.26","SS",0.01
"920","jeterde01",2002,"945","9","Apr 10, 2002","NYY","@","TOR","L,7-9","CG","5","5","1","1","0","0","0","0","0","0","3","0","0","0","0","0","0","0",0.325,".386",".425",".811","2","1.53","-0.083","-0.53","SS",-0.018
"1020","jeterde01",2002,"946","10","Apr 11, 2002","NYY","@","TOR","L,3-11","CG","4","4","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0",0.295,".354",".386",".741","2",".71","-0.072","-1.08","SS",-0.03
"1120","jeterde01",2002,"947","11","Apr 12, 2002","NYY","@","BOS","L,2-3","CG","5","5","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0",0.265,".321",".347",".668","2","1.10","-0.152","-1.08","SS",-0.03
"1220","jeterde01",2002,"948","12","Apr 13, 2002","NYY","@","BOS","L,6-7","CG","5","5","1","2","1","0","0","1","0","0","1","0","0","0","0","0","0","0",0.278,".328",".370",".698","1",".62","0.105","0.65","SS",0.013
"1320","jeterde01",2002,"949","13","Apr 14, 2002","NYY","@","BOS","W,6-2","CG","5","3","0","1","0","0","0","0","2","0","0","0","0","0","0","0","1","0",0.281,".349",".368",".718","1",".57","0.038","0.63","SS",0.003
"1420","jeterde01",2002,"950","14","Apr 15, 2002","NYY","@","BOS","L,3-4","CG","4","4","1","1","0","0","1","2","0","0","0","0","0","0","0","0","0","0",0.279,".343",".410",".753","1",".88","0.051","0.67","SS",-0.002
"1520","jeterde01",2002,"951","15","Apr 16, 2002","NYY","H","BAL","L,4-5","CG","5","5","0","2","0","0","0","0","0","0","1","0","0","0","0","1","1","0",0.288,".347",".409",".756","3","1.22","-0.116","-1.49","SS",0.00899999999999995
"1615","jeterde01",2002,"952","16","Apr 17, 2002","NYY","H","BAL","W,7-1","CG","4","4","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0",0.271,".329",".386",".715","3",".71","-0.078","-1.28","SS",-0.017
"179","jeterde01",2002,"953","17","Apr 18, 2002","NYY","H","BAL","W,8-4","CG","5","5","2","2","0","0","0","1","0","0","1","0","0","0","0","0","2","0",0.28,".333",".387",".720","3",".54","-0.008","-0.40","SS",0.00900000000000001
"186","jeterde01",2002,"954","18","Apr 19, 2002","NYY","H","TOR","W,6-5","CG","4","4","1","3","1","0","0","1","0","0","0","0","0","0","0","1","0","0",0.304,".353",".418",".771","3",".83","0.030","0.58","SS",0.024
"196","jeterde01",2002,"955","19","Apr 20, 2002","NYY","H","TOR","L,4-5","CG(10)","5","3","0","0","0","0","0","0","2","1","0","0","0","0","0","0","0","0",0.293,".356",".402",".758","3","1.64","-0.031","-0.30","SS",-0.011
"206","jeterde01",2002,"956","20","Apr 21, 2002","NYY","H","TOR","W,9-2","CG","5","3","1","1","0","0","0","0","2","0","1","0","0","0","0","0","0","0",0.294,".368",".400",".768","3",".58","0.042","0.70","SS",0.001
"2110","jeterde01",2002,"957","21","Apr 23, 2002","NYY","@","OAK","W,2-1","CG","4","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",0.281,".354",".382",".736","3",".73","-0.076","-0.72","SS",-0.013
"225","jeterde01",2002,"958","22","Apr 24, 2002","NYY","@","OAK","W,8-5","CG","5","4","2","2","0","0","1","3","1","0","2","0","0","0","0","0","0","0",0.29,".365",".419",".785","3","1.21","0.218","2.34","SS",0.00899999999999995
"235","jeterde01",2002,"959","23","Apr 25, 2002","NYY","@","OAK","L,2-6","CG","4","3","0","0","0","0","0","1","1","0","1","0","0","0","0","0","0","0",0.281,".361",".406",".767","3",".95","-0.016","-0.07","SS",-0.00899999999999995
"244","jeterde01",2002,"960","24","Apr 26, 2002","NYY","@","SEA","W,7-1","CG","5","5","1","3","1","0","0","2","0","0","0","0","0","0","0","0","0","0",0.297,".372",".426",".797","3",".45","0.111","1.77","SS",0.016
"256","jeterde01",2002,"961","25","Apr 27, 2002","NYY","@","SEA","L,0-1","CG","4","4","0","1","0","0","0","0","0","0","1","0","0","0","0","1","0","0",0.295,".368",".419",".787","3","1.78","-0.148","-1.50","SS",-0.002
"266","jeterde01",2002,"962","26","Apr 28, 2002","NYY","@","SEA","W,4-3","CG","4","4","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0",0.303,".372",".422",".794","3","1.82","0.011","0.31","SS",0.00800000000000001
"276","jeterde01",2002,"963","27","Apr 30, 2002","NYY","H","OAK","W,8-2","CG","4","4","0","1","0","0","0","0","0","0","2","0","0","0","0","0","0","0",0.301,".368",".416",".784","3",".35","-0.030","-0.47","SS",-0.002
"296","jeterde01",2002,"964","28","May 1, 2002","NYY","H","OAK","L,1-4","CG","4","4","1","1","1","0","0","0","0","0","1","0","0","0","0","0","0","0",0.299,".364",".419",".783","3","1.20","-0.055","-0.40","SS",-0.002
"306","jeterde01",2002,"965","29","May 2, 2002","NYY","H","OAK","W,9-2","CG","5","4","2","3","2","0","0","1","1","0","0","0","0","0","0","0","0","0",0.314,".381",".446",".827","3",".55","0.189","1.97","SS",0.015
"3111","jeterde01",2002,"966","30","May 3, 2002","NYY","H","SEA","L,2-6","CG","4","4","0","1","0","0","0","0","0","0","2","0","0","0","0","0","0","0",0.312,".377",".440",".817","3",".53","-0.006","-0.30","SS",-0.002
"326","jeterde01",2002,"967","31","May 4, 2002","NYY","H","SEA","L,5-9","CG","5","4","1","1","0","0","0","0","1","0","1","0","0","0","0","0","0","0",0.31,".378",".434",".812","3","1.50","-0.119","-0.84","SS",-0.002
"336","jeterde01",2002,"968","32","May 5, 2002","NYY","H","SEA","L,6-10","CG","5","5","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0",0.299,".365",".418",".783","3",".53","-0.058","-0.96","SS",-0.011
"346","jeterde01",2002,"969","33","May 7, 2002","NYY","@","TBD","W,5-2","CG","5","5","0","2","0","0","0","1","0","0","1","0","0","0","0","0","1","0",0.302,".366",".417",".783","2","1.06","0.124","0.46","SS",0.003
"356","jeterde01",2002,"970","34","May 8, 2002","NYY","@","TBD","W,7-2","CG","5","4","1","0","0","0","0","0","1","0","3","0","0","0","0","0","0","0",0.294,".361",".406",".766","2",".22","0.023","-0.44","SS",-0.00800000000000001
"366","jeterde01",2002,"971","35","May 9, 2002","NYY","@","TBD","W,3-1","CG","4","4","1","3","0","0","1","1","0","0","0","0","0","0","0","0","0","0",0.306,".370",".435",".806","2",".71","0.141","1.37","SS",0.012
"376","jeterde01",2002,"972","36","May 10, 2002","NYY","@","MIN","W,5-3","CG","5","4","1","2","0","0","1","2","0","0","1","1","0","0","0","0","0","0",0.311,".377",".457",".834","2",".94","0.242","1.92","SS",0.005
"386","jeterde01",2002,"973","37","May 11, 2002","NYY","@","MIN","W,4-2","CG","4","4","1","1","0","0","0","0","0","0","2","0","0","0","0","0","0","0",0.31,".374",".452",".826","3","1.48","-0.039","0.04","SS",-0.001
"395","jeterde01",2002,"974","38","May 12, 2002","NYY","@","MIN","W,10-4","GS-7","4","4","2","2","0","0","1","1","0","0","0","0","0","0","0","0","0","0",0.314,".377",".472",".849","2",".48","-0.004","0.70","SS",0.004
