"","X","Player","Year","Gcar","Gtm","Date","Tm","Home","Opp","Rslt","Inngs","PA","AB","R","H","X2B","X3B","HR","RBI","BB","IBB","SO","HBP","SH","SF","ROE","GDP","SB","CS","BA","OBP","SLG","OPS","BOP","aLI","WPA","RE24","Pos","DELTAAVG"
"743",420,"hamiljo03",2013,"741","4","Apr 5, 2013","LAA","@","TEX","L,2-3","CG","4","4","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0",0.063,".211",".063",".273","4","1.38",-0.135,-0.92,"RF",-0.02
"744",520,"hamiljo03",2013,"742","5","Apr 6, 2013","LAA","@","TEX","W,8-4","CG","5","4","1","0","0","0","0","0","1","0","2","0","0","0","0","0","0","0",0.05,".208",".050",".258","4",".43",-0.025,-1.2,"RF",-0.013
"745",620,"hamiljo03",2013,"743","6","Apr 7, 2013","LAA","@","TEX","L,3-7","CG","5","5","1","3","1","0","0","0","0","0","0","0","0","0","0","1","0","0",0.16,".276",".200",".476","4",".97",0.076,0.28,"RF",0.11
"746",720,"hamiljo03",2013,"744","7","Apr 9, 2013","LAA","H","OAK","L,5-9","CG","5","4","0","0","0","0","0","1","0","0","1","0","0","1","0","0","0","0",0.138,".235",".172",".408","4","2.25",-0.307,-3.06,"RF",-0.022
"747",820,"hamiljo03",2013,"745","8","Apr 10, 2013","LAA","H","OAK","L,5-11","GS-8","4","3","0","1","1","0","0","1","0","0","2","0","0","1","0","0","0","0",0.156,".237",".219",".456","4","1.34",0.014,-0.09,"RF",0.018
"748",920,"hamiljo03",2013,"746","9","Apr 11, 2013","LAA","H","OAK","L,1-8","CG","4","3","1","2","0","0","0","0","1","0","0","0","0","0","0","0","0","0",0.2,".286",".257",".543","4",".55",0.091,0.72,"RF",0.044
"749",1017,"hamiljo03",2013,"747","10","Apr 12, 2013","LAA","H","HOU","L,0-5","CG","4","4","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0",0.179,".261",".231",".492","4",".43",-0.044,-0.91,"RF",-0.021
"750",1118,"hamiljo03",2013,"748","11","Apr 13, 2013","LAA","H","HOU","W,5-4","CG","4","4","1","1","0","0","1","1","0","0","1","0","0","0","0","0","0","0",0.186,".260",".302",".562","4","1.04",0.046,0.3,"RF",0.00700000000000001
"751",1217,"hamiljo03",2013,"749","12","Apr 14, 2013","LAA","H","HOU","W,4-1","CG","4","4","1","3","0","1","1","3","0","0","0","0","0","0","0","0","0","0",0.234,".296",".447",".743","4",".79",0.198,2.66,"RF",0.048
"752",1317,"hamiljo03",2013,"750","13","Apr 15, 2013","LAA","@","MIN","L,2-8","CG","4","4","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0",0.216,".276",".412",".688","4",".94",-0.094,-0.84,"RF",-0.018
"753",1416,"hamiljo03",2013,"751","14","Apr 16, 2013","LAA","@","MIN","L,6-8","CG","4","4","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0",0.2,".258",".382",".640","4","1.28",-0.168,-1.55,"RF",-0.016
"754",1516,"hamiljo03",2013,"752","15","Apr 19, 2013","LAA","H","DET","W,8-1","CG","5","5","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0",0.2,".254",".367",".620","4",".44",-0.017,-0.65,"RF",0
"755",1611,"hamiljo03",2013,"753","16","Apr 20, 2013","LAA","H","DET","W,10-0","GS-8","4","3","1","0","0","0","0","0","1","0","2","0","0","0","0","0","0","0",0.19,".254",".349",".603","4",".35",0.027,-0.25,"RF",-0.01
"756",176,"hamiljo03",2013,"754","17","Apr 21, 2013","LAA","H","DET","W,4-3","CG(13)","6","5","0","0","0","0","0","0","0","0","2","1","0","0","0","0","0","0",0.176,".247",".324",".570","4","1.93",-0.265,-1.16,"RF",-0.014
"757",186,"hamiljo03",2013,"755","18","Apr 22, 2013","LAA","H","TEX","L,6-7","CG","4","4","2","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0",0.222,".284",".361",".645","5","1.09",0.206,1.58,"RF",0.046
"758",195,"hamiljo03",2013,"756","19","Apr 23, 2013","LAA","H","TEX","W,5-4","CG(11)","5","5","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0",0.221,".279",".351",".630","4","2.38",-0.156,-1.25,"RF",-0.001
"759",206,"hamiljo03",2013,"757","20","Apr 24, 2013","LAA","H","TEX","L,3-11","GS-7","3","3","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0",0.225,".281",".350",".631","4",".28",-0.021,-0.31,"RF",0.004
"760",219,"hamiljo03",2013,"758","21","Apr 25, 2013","LAA","@","SEA","L,0-6","CG","4","4","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0",0.226,".280",".345",".625","4",".81",-0.06,-0.59,"RF",0.001
"761",226,"hamiljo03",2013,"759","22","Apr 26, 2013","LAA","@","SEA","W,6-3","CG","4","4","1","1","0","0","0","0","0","0","3","0","0","0","0","0","0","0",0.227,".278",".341",".619","4",".57",-0.065,-0.98,"DH",0.001
"762",234,"hamiljo03",2013,"760","23","Apr 27, 2013","LAA","@","SEA","L,2-3","CG","4","4","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0",0.228,".277",".337",".614","4","1.39",0.055,-0.32,"RF",0.001
"763",246,"hamiljo03",2013,"761","24","Apr 28, 2013","LAA","@","SEA","L,1-2","CG","4","4","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0",0.219,".267",".323",".590","4","1.20",-0.122,-0.79,"RF",-0.00900000000000001
"764",256,"hamiljo03",2013,"762","25","Apr 29, 2013","LAA","@","OAK","L,8-10","CG(19)","9","8","0","0","0","0","0","1","0","0","3","0","0","1","0","0","0","0",0.202,".246",".298",".544","4","1.52",-0.275,-1.68,"RF",-0.017
"765",266,"hamiljo03",2013,"763","26","Apr 30, 2013","LAA","@","OAK","L,6-10","CG","5","4","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0",0.204,".252",".296",".548","5",".83",0.007,-0.22,"RF",0.00199999999999997
"766",286,"hamiljo03",2013,"764","27","May 1, 2013","LAA","@","OAK","W,5-4","CG","4","4","1","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0",0.214,".260",".304",".564","5",".65",0.031,0.28,"DH",0.01
"767",295,"hamiljo03",2013,"765","28","May 2, 2013","LAA","H","BAL","L,1-5","CG","4","4","0","1","0","0","0","0","0","0","2","0","0","0","0","0","0","0",0.216,".260",".302",".562","5",".88",-0.088,-0.87,"RF",0.002
"768",306,"hamiljo03",2013,"766","29","May 3, 2013","LAA","H","BAL","W,4-0","CG","4","4","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0",0.208,".252",".292",".544","5",".51",-0.049,-0.78,"DH",-0.00800000000000001
"769",3110,"hamiljo03",2013,"767","30","May 4, 2013","LAA","H","BAL","L,4-5","10-GF(10)","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",0.207,".250",".289",".539","8","3.34",-0.083,-0.22,"PH",-0.001
"770",326,"hamiljo03",2013,"768","31","May 5, 2013","LAA","H","BAL","L,4-8","CG","5","4","1","1","1","0","0","0","1","0","1","0","0","0","0","0","0","0",0.208,".255",".296",".551","3",".90",-0.023,0.38,"RF",0.001
"771",336,"hamiljo03",2013,"769","32","May 7, 2013","LAA","@","HOU","L,6-7","CG","4","4","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0",0.202,".248",".287",".535","5",".66",-0.066,-0.76,"RF",-0.00599999999999998
"772",346,"hamiljo03",2013,"770","33","May 8, 2013","LAA","@","HOU","L,1-3","CG","4","3","1","1","0","0","1","1","0","0","0","1","0","0","0","0","0","0",0.205,".255",".311",".566","5","1.64",0.117,0.93,"RF",0.00299999999999997
"773",356,"hamiljo03",2013,"771","34","May 9, 2013","LAA","@","HOU","W,6-5","CG","5","4","1","2","1","0","1","1","1","0","1","0","0","0","0","0","0","0",0.213,".267",".346",".612","5","1.41",0.109,1.2,"RF",0.00800000000000001
"774",366,"hamiljo03",2013,"772","35","May 10, 2013","LAA","@","CHW","W,7-5","CG","5","5","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0",0.206,".258",".333",".591","5",".90",-0.122,-1.63,"RF",-0.00700000000000001
"775",375,"hamiljo03",2013,"773","36","May 11, 2013","LAA","@","CHW","W,3-2","CG","4","4","0","1","1","0","0","0","0","0","1","0","0","0","1","0","0","0",0.207,".258",".338",".596","5",".75",0.008,0,"RF",0.001
"776",386,"hamiljo03",2013,"774","37","May 12, 2013","LAA","@","CHW","L,0-3","CG","3","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",0.203,".253",".331",".584","5",".81",-0.062,-0.58,"RF",-0.00399999999999998
"777",395,"hamiljo03",2013,"775","38","May 13, 2013","LAA","H","KCR","L,4-11","GS-7","3","3","0","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0",0.212,".261",".344",".605","5",".28",-0.002,0.22,"RF",0.00899999999999998
"778",406,"hamiljo03",2013,"776","39","May 14, 2013","LAA","H","KCR","W,6-2","CG","4","3","1","1","0","0","1","1","1","0","0","0","0","0","0","0","0","0",0.214,".266",".364",".630","5",".59",0.132,1.01,"DH",0.002
"779",4110,"hamiljo03",2013,"777","40","May 15, 2013","LAA","H","KCR","L,5-9","CG","5","5","1","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0",0.214,".264",".358",".623","5",".51",-0.046,-0.7,"RF",0
"780",426,"hamiljo03",2013,"778","41","May 16, 2013","LAA","H","CHW","L,4-5","CG","4","4","1","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0",0.215,".264",".356",".620","5","1.63",-0.063,-0.22,"DH",0.001
"781",436,"hamiljo03",2013,"779","42","May 17, 2013","LAA","H","CHW","L,0-3","CG","4","4","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0",0.21,".258",".347",".606","5","1.32",-0.138,-1.12,"RF",-0.005
"782",446,"hamiljo03",2013,"780","43","May 18, 2013","LAA","H","CHW","W,12-9","7-GF","2","1","1","1","0","0","0","0","1","1","0","0","0","0","0","0","0","0",0.214,".266",".351",".617","7",".08",0.002,0.23,"RF",0.004
"783",456,"hamiljo03",2013,"781","44","May 19, 2013","LAA","H","CHW","W,6-2","CG","4","3","1","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0",0.216,".271",".351",".622","5",".44",0.006,0.19,"RF",0.002
"784",466,"hamiljo03",2013,"782","45","May 21, 2013","LAA","H","SEA","W,12-0","CG","5","5","2","2","0","1","1","2","0","0","2","0","0","0","0","0","0","0",0.222,".275",".381",".655","5",".22",0.213,2.16,"RF",0.00600000000000001
"785",475,"hamiljo03",2013,"783","46","May 22, 2013","LAA","H","SEA","W,7-1","CG","4","2","0","1","0","0","0","2","2","0","1","0","0","0","0","0","0","0",0.225,".284",".382",".666","5",".73",0.132,2.13,"RF",0.003
"786",486,"hamiljo03",2013,"784","47","May 23, 2013","LAA","@","KCR","W,5-4","CG","4","4","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0",0.22,".279",".374",".652","5",".64",-0.063,-0.8,"RF",-0.005
"787",495,"hamiljo03",2013,"785","48","May 24, 2013","LAA","@","KCR","W,5-2","CG","5","3","0","1","0","0","0","0","2","0","0","0","0","0","0","0","0","0",0.222,".286",".373",".659","5",".98",0.082,0.57,"RF",0.002
"788",505,"hamiljo03",2013,"786","49","May 25, 2013","LAA","@","KCR","W,7-0","CG","4","4","1","1","0","0","1","1","0","0","2","0","0","0","0","0","0","0",0.222,".286",".386",".672","5",".49",0.047,0.13,"DH",0
"789",5110,"hamiljo03",2013,"787","50","May 26, 2013","LAA","@","KCR","W,5-2","CG","4","4","1","1","0","0","1","1","0","0","1","0","0","0","0","0","0","0",0.223,".285",".399",".684","5","1.12",0.048,0.25,"RF",0.001
"790",526,"hamiljo03",2013,"788","51","May 27, 2013","LAA","@","LAD","L,7-8","CG","5","5","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0",0.222,".283",".399",".682","5","1.05",0.039,-0.26,"RF",-0.001
"791",536,"hamiljo03",2013,"789","53 (1)","May 29, 2013","LAA","H","LAD","W,4-3","CG","4","3","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0",0.219,".283",".393",".676","5",".63",0.008,-0.14,"RF",-0.003
"792",546,"hamiljo03",2013,"790","54","May 30, 2013","LAA","H","LAD","W,3-2","8-GF","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0",0.219,".283",".393",".676","4","",0,0,"RF",0
"793",556,"hamiljo03",2013,"791","55","May 31, 2013","LAA","H","HOU","L,3-6","CG","4","4","1","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0",0.22,".282",".390",".672","5","1.18",-0.017,0.02,"DH",0.001
"794",576,"hamiljo03",2013,"792","56","Jun 1, 2013","LAA","H","HOU","L,0-2","CG","4","4","0","1","0","0","0","0","0","0","2","0","0","0","0","0","0","0",0.22,".281",".388",".669","5","1.55",-0.048,-0.26,"RF",0
"795",584,"hamiljo03",2013,"793","57","Jun 2, 2013","LAA","H","HOU","L,4-5","CG","4","4","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0",0.216,".277",".380",".657","5","2.11",-0.228,-1.21,"RF",-0.004
"796",596,"hamiljo03",2013,"794","58","Jun 3, 2013","LAA","H","HOU","L,1-2","9-GF","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0",0.216,".280",".380",".660","7","4.92",0.027,0.11,"PH",0
"797",606,"hamiljo03",2013,"795","59","Jun 4, 2013","LAA","H","CHC","W,4-3","CG","4","4","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0",0.217,".279",".382",".662","5",".92",0.042,0.07,"RF",0.001
"798",6110,"hamiljo03",2013,"796","60","Jun 5, 2013","LAA","H","CHC","L,6-8","CG(10)","5","5","2","1","1","0","0","0","0","0","1","0","0","0","0","1","0","0",0.216,".278",".383",".660","5","1.56",-0.166,-0.82,"RF",-0.001
"799",626,"hamiljo03",2013,"797","61","Jun 8, 2013","LAA","@","BOS","W,9-5","CG","6","5","1","1","1","0","0","0","1","0","1","0","0","0","1","0","1","0",0.216,".279",".383",".662","2",".74",-0.001,0.94,"RF",0
"800",635,"hamiljo03",2013,"798","62","Jun 8, 2013","LAA","@","BOS","L,2-7","CG","4","4","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0",0.216,".278",".385",".664","2",".77",0.006,-0.06,"RF",0
"801",646,"hamiljo03",2013,"799","63","Jun 9, 2013","LAA","@","BOS","L,5-10","CG","5","5","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0",0.212,".273",".377",".650","2",".83",-0.116,-1.5,"RF",-0.004
"802",656,"hamiljo03",2013,"800","64","Jun 10, 2013","LAA","@","BAL","L,3-4","CG","5","5","1","2","0","0","1","2","0","0","0","0","0","0","0","0","0","0",0.216,".275",".390",".666","2","1.74",0.276,1.99,"RF",0.004
"803",666,"hamiljo03",2013,"801","65","Jun 11, 2013","LAA","@","BAL","L,2-3","CG","4","4","1","1","1","0","0","0","0","0","1","0","0","0","0","0","0","0",0.216,".275",".392",".667","2",".62",-0.025,-0.29,"DH",0
"804",676,"hamiljo03",2013,"802","66","Jun 12, 2013","LAA","@","BAL","W,9-5","CG","5","4","1","1","0","0","0","1","0","0","1","0","0","1","0","0","0","0",0.217,".274",".390",".663","4",".75",-0.038,-0.54,"RF",0.001
"805",685,"hamiljo03",2013,"803","67","Jun 14, 2013","LAA","H","NYY","W,5-2","CG","5","4","1","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0",0.213,".272",".383",".656","2",".72",-0.08,-0.53,"RF",-0.004
"806",696,"hamiljo03",2013,"804","68","Jun 15, 2013","LAA","H","NYY","W,6-2","CG","5","5","0","1","1","0","0","1","0","0","1","0","0","0","0","0","0","0",0.213,".271",".384",".655","2","1.07",0.009,0.42,"RF",0
"807",706,"hamiljo03",2013,"805","70 (1)","Jun 17, 2013","LAA","H","SEA","W,11-3","CG","5","5","2","2","0","0","1","2","0","0","2","0","0","0","0","0","0","0",0.217,".273",".395",".669","2",".60",0.088,0.36,"RF",0.004
"808",7110,"hamiljo03",2013,"806","71","Jun 18, 2013","LAA","H","SEA","L,2-3","CG(10)","5","5","0","0","0","0","0","0","0","0","2","0","0","0","0","3","0","0",0.213,".269",".388",".657","2","2.67",-0.476,-3.04,"RF",-0.004
"809",726,"hamiljo03",2013,"807","72","Jun 19, 2013","LAA","H","SEA","W,1-0","CG","3","3","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0",0.21,".266",".384",".650","7","1.06",-0.078,-0.73,"RF",-0.003
"810",736,"hamiljo03",2013,"808","73","Jun 20, 2013","LAA","H","SEA","W,10-9","CG","5","4","0","0","0","0","0","1","0","0","1","0","0","1","0","1","0","0",0.207,".262",".378",".640","7","1.31",-0.204,-1.79,"RF",-0.003
"811",746,"hamiljo03",2013,"809","76 (2)","Jun 23, 2013","LAA","H","PIT","L,9-10","9-9","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0",0.207,".262",".378",".640","1","",0,0,"RF",0
"812",754,"hamiljo03",2013,"810","77","Jun 25, 2013","LAA","@","DET","W,14-8","CG","6","5","3","3","0","0","0","1","1","0","2","0","0","0","0","0","0","0",0.214,".269",".382",".652","6",".58",0.181,1.46,"RF",0.00700000000000001
"813",766,"hamiljo03",2013,"811","78","Jun 26, 2013","LAA","@","DET","W,7-4","CG","4","4","0","1","0","0","0","1","0","0","1","0","0","0","0","0","0","0",0.215,".269",".380",".650","5","1.03",-0.021,-0.23,"RF",0.001
"814",775,"hamiljo03",2013,"812","79","Jun 27, 2013","LAA","@","DET","W,3-1","CG(10)","5","4","1","1","0","0","0","1","0","0","1","0","0","1","0","0","0","0",0.215,".268",".378",".647","5","1.27",-0.063,-0.69,"RF",0
"815",786,"hamiljo03",2013,"813","80","Jun 28, 2013","LAA","@","HOU","W,4-2","CG","4","3","1","2","1","0","0","0","0","0","0","1","0","0","0","0","0","0",0.22,".274",".385",".659","6",".92",0.071,0.82,"RF",0.005
"816",796,"hamiljo03",2013,"814","81","Jun 29, 2013","LAA","@","HOU","W,7-2","CG","4","3","1","1","1","0","0","0","1","0","1","0","0","0","0","0","0","0",0.221,".277",".388",".665","6",".87",0.144,1.21,"RF",0.001
"817",806,"hamiljo03",2013,"815","82","Jun 30, 2013","LAA","@","HOU","W,3-1","CG","4","2","1","1","1","0","0","1","2","0","0","0","0","0","0","0","0","0",0.223,".283",".392",".675","4","1.19",0.362,1.85,"CF",0.002
"818",826,"hamiljo03",2013,"816","83","Jul 2, 2013","LAA","H","STL","W,5-1","CG","4","4","1","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0",0.223,".282",".390",".672","4",".40",0.021,-0.53,"RF",0
"819",836,"hamiljo03",2013,"817","84","Jul 3, 2013","LAA","H","STL","L,2-12","GS-7","3","2","0","1","0","0","0","0","1","0","1","0","0","0","0","0","0","0",0.225,".286",".391",".676","4",".39",-0.009,0.36,"RF",0.002
"820",845,"hamiljo03",2013,"818","85","Jul 4, 2013","LAA","H","STL","W,6-5","CG","4","3","1","1","0","0","1","2","1","0","1","0","0","0","0","0","0","0",0.226,".288",".400",".688","4","1.60",0.445,1.64,"RF",0.001
"821",856,"hamiljo03",2013,"819","86","Jul 5, 2013","LAA","H","BOS","L,2-6","CG","4","4","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0",0.227,".288",".398",".686","6",".95",-0.051,-0.33,"RF",0.001
"822",866,"hamiljo03",2013,"820","87","Jul 6, 2013","LAA","H","BOS","W,9-7","CG(11)","6","6","1","2","0","0","1","3","0","0","1","0","0","0","0","0","0","0",0.229,".289",".406",".695","4","1.70",0.377,1.81,"RF",0.002
"823",875,"hamiljo03",2013,"821","88","Jul 7, 2013","LAA","H","BOS","W,3-0","CG","4","3","0","1","1","0","0","0","1","0","2","0","0","0","0","0","1","0",0.23,".291",".409",".700","4",".48",-0.005,0.42,"RF",0.001
"824",885,"hamiljo03",2013,"822","89","Jul 9, 2013","LAA","@","CHC","L,2-7","CG","4","4","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0",0.227,".288",".404",".691","5",".40",-0.039,-0.59,"LF",-0.003
"825",896,"hamiljo03",2013,"823","90","Jul 10, 2013","LAA","@","CHC","W,13-2","GS-8","5","5","2","2","0","0","2","5","0","0","1","0","0","0","0","0","0","0",0.229,".289",".422",".711","4",".41",0.127,1.37,"LF",0.002
"826",906,"hamiljo03",2013,"824","91","Jul 12, 2013","LAA","@","SEA","L,3-8","CG","4","4","0","1","1","0","0","0","0","0","1","0","0","0","0","0","0","0",0.23,".289",".423",".712","5",".52",-0.035,0.33,"LF",0.001
"827",9110,"hamiljo03",2013,"825","92","Jul 13, 2013","LAA","@","SEA","L,0-6","CG","4","4","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0",0.227,".286",".418",".704","4",".65",-0.063,-0.85,"RF",-0.003
"828",926,"hamiljo03",2013,"826","93","Jul 14, 2013","LAA","@","SEA","L,3-4","CG","4","4","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0",0.224,".283",".413",".696","4","1.46",-0.168,-1.04,"RF",-0.003
"829",936,"hamiljo03",2013,"827","94","Jul 19, 2013","LAA","H","OAK","W,4-1","CG","4","4","0","2","1","0","0","1","0","0","1","0","0","0","0","0","0","0",0.227,".285",".417",".702","4",".61",0.137,2.27,"RF",0.003
"830",945,"hamiljo03",2013,"828","95","Jul 20, 2013","LAA","H","OAK","W,2-0","CG","4","3","0","0","0","0","0","1","0","0","1","0","0","1","0","0","0","0",0.225,".282",".413",".695","4",".89",-0.028,-0.5,"RF",-0.002
"831",955,"hamiljo03",2013,"829","96","Jul 21, 2013","LAA","H","OAK","L,0-6","CG","4","4","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0",0.223,".279",".409",".688","4",".39",-0.039,-0.87,"RF",-0.002
"832",964,"hamiljo03",2013,"830","100 (3)","Jul 25, 2013","LAA","@","OAK","W,8-3","CG","5","5","1","1","0","0","0","1","0","0","1","0","0","0","0","1","0","0",0.223,".278",".406",".684","4",".91",0.085,-0.66,"RF",0
"833",974,"hamiljo03",2013,"831","101","Jul 26, 2013","LAA","@","OAK","L,4-6","CG","5","5","0","1","1","0","0","0","0","0","1","0","0","0","0","0","0","0",0.222,".277",".406",".683","4",".74",-0.062,-0.59,"RF",-0.001
"834",983,"hamiljo03",2013,"832","102","Jul 27, 2013","LAA","@","OAK","L,1-3","CG","4","4","1","1","0","0","1","1","0","0","1","0","0","0","0","0","0","0",0.223,".277",".412",".689","6","1.05",0.029,0.29,"DH",0.001
"835",994,"hamiljo03",2013,"833","103","Jul 28, 2013","LAA","@","OAK","L,6-10","CG","5","5","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0",0.22,".273",".407",".680","4","1.18",-0.185,-2.42,"LF",-0.003
"836",1004,"hamiljo03",2013,"834","104","Jul 29, 2013","LAA","@","TEX","L,3-4","CG","4","4","0","2","0","0","0","2","0","0","0","0","0","0","0","0","0","0",0.223,".276",".408",".683","4","1.41",0.147,1.86,"LF",0.003
"837",1018,"hamiljo03",2013,"835","105","Jul 30, 2013","LAA","@","TEX","L,11-14","CG(10)","6","5","0","2","1","0","0","4","1","1","1","0","0","0","0","1","0","0",0.225,".279",".410",".689","6","2.31",0.28,1.74,"DH",0.002
"838",1024,"hamiljo03",2013,"836","106","Jul 31, 2013","LAA","@","TEX","L,1-2","CG","4","2","1","1","0","0","1","1","2","0","1","0","0","0","0","0","0","0",0.226,".283",".418",".702","6","1.13",0.274,1.36,"LF",0.001
"839",1043,"hamiljo03",2013,"837","107","Aug 1, 2013","LAA","H","TOR","W,8-2","CG","5","4","0","0","0","0","0","1","0","0","1","0","0","1","0","0","0","0",0.224,".280",".414",".694","3",".42",-0.015,-1.48,"LF",-0.002
"840",1054,"hamiljo03",2013,"838","108","Aug 2, 2013","LAA","H","TOR","W,7-5","CG","5","5","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0",0.221,".277",".409",".685","3","1.79",-0.287,-2.38,"CF",-0.003
"841",1064,"hamiljo03",2013,"839","109","Aug 3, 2013","LAA","H","TOR","W,7-3","CG","4","4","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0",0.224,".279",".410",".688","3",".60",0.037,0.42,"LF",0.003
"842",1074,"hamiljo03",2013,"840","110","Aug 4, 2013","LAA","H","TOR","L,5-6","9-GF","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",0.223,".278",".409",".687","1","1.69",-0.042,-0.09,"PH",-0.001
"843",1084,"hamiljo03",2013,"841","111","Aug 5, 2013","LAA","H","TEX","L,2-5","CG","4","4","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0",0.221,".276",".405",".680","5","1.06",-0.114,-1.16,"LF",-0.002
"844",1094,"hamiljo03",2013,"842","112","Aug 6, 2013","LAA","H","TEX","L,3-8","CG","4","4","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0",0.219,".273",".400",".674","3","1.34",-0.139,-0.93,"RF",-0.002
"845",1104,"hamiljo03",2013,"843","113","Aug 7, 2013","LAA","H","TEX","L,3-10","CG","4","4","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0",0.217,".271",".397",".667","3","1.03",-0.143,-1.56,"LF",-0.002
"846",1119,"hamiljo03",2013,"844","114","Aug 9, 2013","LAA","@","CLE","W,5-2","CG","4","2","1","1","0","0","1","3","2","0","0","0","0","0","0","0","0","0",0.218,".275",".404",".679","6",".50",0.147,2.62,"DH",0.001
"847",1124,"hamiljo03",2013,"845","115","Aug 10, 2013","LAA","@","CLE","W,7-2","CG","5","5","1","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0",0.22,".276",".407",".683","4","1.02",0.072,0.07,"CF",0.002
"848",1134,"hamiljo03",2013,"846","116","Aug 11, 2013","LAA","@","CLE","L,5-6","CG","5","4","0","1","0","0","0","1","1","0","3","0","0","0","0","0","0","0",0.221,".278",".405",".683","4","1.00",0.049,0.61,"DH",0.001
"849",1144,"hamiljo03",2013,"847","117","Aug 12, 2013","LAA","@","NYY","L,1-2","CG","4","4","0","2","2","0","0","1","0","0","0","0","0","0","0","1","0","0",0.223,".280",".411",".690","4","2.05",0.191,1.24,"LF",0.002
"850",1154,"hamiljo03",2013,"848","118","Aug 13, 2013","LAA","@","NYY","L,7-14","CG","5","5","0","1","0","0","0","0","0","0","2","0","0","0","0","0","0","0",0.223,".279",".408",".687","6","1.00",-0.13,-1.73,"DH",0
"851",1164,"hamiljo03",2013,"849","119","Aug 14, 2013","LAA","@","NYY","L,3-11","CG","4","4","0","2","0","0","0","1","0","0","0","0","0","0","0","0","0","0",0.226,".281",".409",".690","4",".36",-0.004,0.8,"LF",0.003
"852",1174,"hamiljo03",2013,"850","120","Aug 15, 2013","LAA","@","NYY","W,8-4","CG","5","5","0","2","0","0","0","1","0","0","1","0","0","0","0","0","0","0",0.228,".282",".409",".691","4",".69",0.025,0.21,"DH",0.002
"853",1184,"hamiljo03",2013,"851","121","Aug 16, 2013","LAA","H","HOU","L,2-8","CG","4","4","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0",0.226,".280",".405",".685","4","1.01",-0.108,-0.73,"RF",-0.002
"854",1194,"hamiljo03",2013,"852","122","Aug 17, 2013","LAA","H","HOU","W,6-5","CG(10)","5","5","1","2","0","0","1","1","0","0","0","0","0","0","0","0","0","0",0.227,".281",".412",".693","6","1.86",0.297,0.42,"DH",0.001
"855",1204,"hamiljo03",2013,"853","123","Aug 18, 2013","LAA","H","HOU","L,5-7","CG","4","3","2","2","0","1","1","1","1","0","0","0","0","0","0","0","0","0",0.23,".285",".425",".710","6",".90",0.231,1.89,"DH",0.003
